Alloy Name,DOIs
Al0.5Cr0.9FeNi2.5V0.2,"['10.1016.j.actamat.2021.117121', '10.1016.j.actamat.2022.117847', '10.1016.j.commatsci.2019.109161', '10.1016.j.ijrmhm.2023.106225', '10.1016.j.jallcom.2018.11.089', '10.1016.j.jallcom.2019.152196', '10.1016.j.jmrt.2022.06.074', '10.1016.j.jmst.2021.02.032', '10.1016.j.jmst.2023.01.014', '10.1016.j.jmst.2024.02.045', '10.1016.j.matchar.2022.111779', '10.1016.j.msea.2020.139474', '10.1016.j.scriptamat.2022.114657']"
Al0.5CrCoFeCuNi,"['10.1016.j.ijmecsci.2019.105389', '10.1016.j.ijplas.2019.102649', '10.1016.j.msea.2017.05.057']"
Al0.5CrCoFeNi,"['10.1016.j.surfin.2020.100724', '10.1016.j.matlet.2024.136069']"
Al0.5CrCuFeNi2,"['10.1016.j.actamat.2016.06.025', '10.1016.j.jallcom.2013.01.007', '10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2013.09.105', '10.1016.j.jallcom.2020.155823', '10.1016.j.matdes.2015.09.092']"
Al0.5CrFe1.5MnNi0.5,"['10.1016.j.jmst.2020.11.044', '10.1016.j.tsf.2008.06.014', '10.1016.j.corsci.2008.04.011', '10.1016.j.msea.2010.05.052', '10.1016.j.surfcoat.2010.02.045']"
Al0.5CrFeCoNi,"['10.1016.j.intermet.2019.106672', '10.1016.j.jallcom.2019.151757', '10.1016.j.jmst.2021.11.076', '10.1016.j.jallcom.2022.166734', '10.1016.j.scriptamat.2018.10.033']"
Al0.5CrFeCoNiCu,"['10.1016.j.optlastec.2020.106632', '10.1016.j.intermet.2014.06.004', '10.1016.j.intermet.2015.12.001', '10.1016.j.msea.2014.07.059', '10.1016.j.msea.2015.08.010']"
Al0.5CrFeNi,"['10.1016.j.jmrt.2023.10.266', '10.1016.j.jallcom.2018.07.346', '10.1016.j.jallcom.2021.159991', '10.1016.j.jallcom.2021.162242']"
Al0.5CrFeNi2.5Si0.25,"['10.1016.j.matchar.2023.113233', '10.1016.j.jmrt.2024.02.226']"
Al0.5CrMoNbTa0.5,"['10.1016.j.jmst.2020.11.029', '10.1016.j.heliyon.2019.e01188', '10.1016.j.matchar.2020.110505']"
Al0.5CrNbTi2V0.5,"['10.1016.j.jmst.2022.11.054', '10.1016.j.matlet.2016.11.030']"
Al0.5CrNbTiVZr,"['10.1016.j.jmst.2022.11.054', '10.1016.j.matchar.2016.09.039', '10.1016.j.cpc.2022.108398']"
Al0.5FeCoCrNi,"['10.1016.j.intermet.2020.106876', '10.1016.j.msea.2018.10.035']"
Al0.5HfNbTaTiZr,"['10.1016.j.pmatsci.2020.100714', '10.1016.j.jallcom.2014.11.064']"
Al0.5Mo0.5NbTa0.5TiZr,"['10.1016.j.matdes.2017.11.033', '10.1016.j.jallcom.2023.170065']"
Al0.5NbTa0.8Ti1.5V0.2Zr,"['10.1016.j.scriptamat.2022.114657', '10.1016.j.actamat.2019.12.004', '10.1016.j.actamat.2022.117995', '10.1016.j.actamat.2024.119745', '10.1016.j.actamat.2024.119995']"
Al0.5Si0.2CrFeCoNiCu0.5,"['10.1016.j.jallcom.2016.09.213', '10.1016.j.matdes.2015.11.013']"
Al0.62CoCrFeNi,"['10.1016.j.matdes.2023.111847', '10.1016.j.intermet.2018.01.021']"
Al0.65CoCrFeNi,"['10.1016.j.matdes.2023.111847', '10.1016.j.intermet.2018.01.021']"
Al0.6CoCrFeNi,"['10.1016.j.msea.2022.142967', '10.1016.j.jmrt.2024.05.153', '10.1016.j.jmst.2018.09.002', '10.1016.j.jmst.2020.11.029', '10.1016.j.matdes.2023.111847', '10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.jmst.2020.01.057', '10.1016.j.wear.2019.203028', '10.1016.j.matdes.2016.07.073', '10.1016.j.mtcomm.2022.104079', '10.1016.j.matchar.2023.113217', '10.1016.j.apt.2020.02.032', '10.1016.j.intermet.2022.107749', '10.1016.j.jallcom.2017.08.067', '10.1016.j.jallcom.2023.173002', '10.1016.j.jmrt.2022.11.027', '10.1016.j.matchar.2024.113929', '10.1016.j.msea.2015.02.072', '10.1016.j.msea.2018.07.036', '10.1016.j.msea.2018.12.102', '10.1016.j.surfcoat.2017.09.072', '10.1016.j.actamat.2017.02.014', '10.1016.j.jallcom.2018.10.393', '10.1016.j.jallcom.2019.152663', '10.1016.j.jallcom.2020.154720', '10.1016.j.jallcom.2020.155305', '10.1016.j.jallcom.2024.175431', '10.1016.j.jmrt.2023.09.243', '10.1016.j.matdes.2016.07.086', '10.1016.j.matdes.2019.108201', '10.1016.j.msea.2018.05.001', '10.1016.j.msea.2022.143294', '10.1016.j.msea.2022.144234', '10.1016.j.msea.2023.145625', '10.1016.j.mtadv.2024.100497', '10.1016.j.mtphys.2018.12.002', '10.1016.j.tsf.2020.137895', '10.1016.j.jallcom.2023.169151', '10.1016.S1003-6326(18)64728-4']"
Al0.6CrCuFeNi2,"['10.1016.j.actamat.2016.06.025', '10.1016.j.corsci.2022.110697', '10.1016.j.matchar.2018.07.030']"
Al0.6CrFeCoNi,"['10.1016.j.pmatsci.2023.101090', '10.1016.j.jallcom.2018.06.036']"
Al0.6CrFeMoV,"['10.1016.j.apsusc.2019.03.173', '10.1016.j.matdes.2018.07.023']"
Al0.6CrMnFeCoNi,"['10.1016.j.pmatsci.2023.101090', '10.1016.S1003-6326(20)65250-5', '10.1016.j.msea.2019.05.095']"
Al0.6Si0.2CrFeCoNiCu0.4,"['10.1016.j.jallcom.2016.09.213', '10.1016.j.matdes.2015.11.013']"
Al0.6TiCrFeCoNi,"['10.1016.j.surfcoat.2023.130294', '10.1016.j.surfcoat.2018.11.052']"
Al0.75CoCrFeNi,"['10.1016.j.matdes.2023.111847', '10.1016.j.jnucmat.2016.08.017', '10.1016.j.intermet.2018.01.021', '10.1016.j.matdes.2017.07.008', '10.1016.j.matchemphys.2017.06.021', '10.1016.j.msea.2015.09.034', '10.1016.j.jallcom.2010.10.210', '10.1016.j.jallcom.2014.03.050', '10.1016.j.jallcom.2023.169534', '10.1016.j.matchemphys.2021.124937', '10.1016.j.matdes.2016.07.073', '10.1016.j.commatsci.2024.112980', '10.1016.j.matchar.2023.113108', '10.1016.j.msea.2017.09.101']"
Al0.75CrCuFeNi2,"['10.1016.j.actamat.2016.06.025', '10.1016.j.jallcom.2020.155823']"
Al0.75CrFeCoNi,"['10.1016.j.pmatsci.2021.100807', '10.1016.j.intermet.2019.106672', '10.1016.j.jallcom.2019.151757', '10.1016.j.jmst.2021.11.076']"
Al0.75HfNbTaTiZr,"['10.1016.j.pmatsci.2020.100714', '10.1016.j.jallcom.2014.11.064']"
Al0.7CoCrFeNi,"['10.1016.j.jmst.2020.11.044', '10.1016.j.jmst.2018.09.002', '10.1016.j.jmst.2020.11.029', '10.1016.j.matdes.2023.111847', '10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.jmst.2020.01.057', '10.1016.j.mtcomm.2021.102525', '10.1016.j.wear.2019.203028', '10.1016.j.matdes.2016.07.073', '10.1016.j.vacuum.2020.109875', '10.1016.j.actamat.2017.03.066', '10.1016.j.jallcom.2013.11.084', '10.1016.j.surfcoat.2019.125028', '10.1016.j.apsusc.2018.01.047', '10.1016.j.ijimpeng.2021.104091', '10.1016.j.jallcom.2020.156014', '10.1016.j.jallcom.2021.158717', '10.1016.j.jallcom.2023.172194', '10.1016.j.msea.2018.10.021', '10.1016.j.msea.2020.139877', '10.1016.j.mtcomm.2019.100602', '10.1016.j.intermet.2022.107709', '10.1016.j.pmatsci.2017.06.004', '10.1016.j.addma.2023.103584', '10.1016.j.matlet.2016.04.086', '10.1016.j.jallcom.2024.175431', '10.1016.j.tsf.2020.137895', '10.1016.j.actamat.2018.03.015', '10.1016.j.actamat.2018.07.031', '10.1016.j.corsci.2020.108691', '10.1016.j.corsci.2020.108803', '10.1016.j.corsci.2021.109479', '10.1016.j.eml.2016.04.013', '10.1016.j.intermet.2017.11.019', '10.1016.j.jallcom.2022.164105', '10.1016.j.jallcom.2022.165673', '10.1016.j.jallcom.2023.172234', '10.1016.j.matchar.2019.110098', '10.1016.j.matdes.2020.108611', '10.1016.j.matlet.2022.132951', '10.1016.j.msea.2019.06.012', '10.1016.j.msea.2022.143933', '10.1016.j.scriptamat.2020.113652', '10.1016.j.scriptamat.2021.114137', '10.1016.j.scriptamat.2021.114472']"
Al0.7Cr2FeCoNi,"['10.1016.j.matchar.2023.113129', '10.1016.j.jallcom.2023.170757']"
Al0.7CrFeMnNi1.3,"['10.1016.j.jallcom.2023.168760', '10.1016.j.intermet.2024.108275', '10.1016.j.jallcom.2024.175556']"
Al0.85CoCrFeNi,"['10.1016.j.msea.2022.142967', '10.1016.j.jmst.2018.09.002', '10.1016.j.jmst.2020.11.029', '10.1016.j.mtcomm.2021.102503', '10.1016.j.intermet.2018.01.021', '10.1016.j.jallcom.2017.08.067', '10.1016.j.msea.2015.02.072', '10.1016.j.msea.2018.07.036', '10.1016.j.surfcoat.2017.09.072', '10.1016.j.jmatprotec.2019.116455']"
Al0.875CoCrFeNi,"['10.1016.j.jallcom.2010.10.210', '10.1016.j.jallcom.2009.08.090']"
Al0.8Co0.5Cr1.5CuFeNi,"['10.1016.j.matdes.2022.110637', '10.1016.j.matdes.2022.111167', '10.1016.j.jmst.2023.12.056', '10.1016.j.matdes.2023.112605', '10.1016.j.msea.2022.144373']"
Al0.8CoCrCuFeNi,"['10.1016.j.jmst.2020.11.029', '10.1016.j.scriptamat.2011.01.020']"
Al0.8CoCrFeNi,"['10.1016.j.jmrt.2024.05.153', '10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.jmst.2020.01.057', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084', '10.1016.j.matlet.2024.136084', '10.1016.j.jallcom.2021.158717', '10.1016.j.msea.2020.139755']"
Al0.8CoCrFeNiTi0.2,"['10.1016.j.surfcoat.2022.128349', '10.1016.j.jallcom.2018.01.247']"
Al0.8CrFeCoNiCu,"['10.1016.j.jmrt.2023.11.138', '10.1016.j.optlastec.2020.106632']"
Al0.8CrFeNi2.2,"['10.1016.j.corsci.2022.110666', '10.1016.j.msea.2023.144725', '10.1016.j.jallcom.2022.167087', '10.1016.j.jallcom.2023.169217', '10.1016.j.jmrt.2024.05.257', '10.1016.j.triboint.2023.108445']"
Al0.8Si0.2CrFeCoNiCu0.2,"['10.1016.j.jallcom.2016.09.213', '10.1016.j.matdes.2015.11.013']"
Al0.9CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.wear.2019.203028', '10.1016.j.matdes.2016.07.073', '10.1016.j.jallcom.2013.11.084', '10.1016.j.intermet.2022.107749', '10.1016.j.jallcom.2023.173002', '10.1016.j.msea.2018.12.102', '10.1016.j.jallcom.2020.154720', '10.1016.j.jallcom.2021.159197', '10.1016.j.jmrt.2023.07.242']"
Al0.9Cr0.9Fe2.1Ni2.1,"['10.1016.j.jallcom.2023.169816', '10.1016.j.jallcom.2022.165658']"
Al0.9CrFeNi,"['10.1016.j.msea.2016.11.019', '10.1016.j.vacuum.2017.07.026']"
Al0.9Si0.2CrFeCoNiCu0.1,"['10.1016.j.jallcom.2016.09.213', '10.1016.j.matdes.2015.11.013']"
Al0CoCrFeNi,"['10.1016.j.jmst.2020.11.044', '10.1016.j.msea.2022.142967', '10.1016.j.intermet.2023.107994', '10.1016.j.jallcom.2023.169247', '10.1016.j.msea.2021.141253', '10.1016.j.matlet.2024.136069', '10.1016.j.jallcom.2016.03.046']"
Al0CrCuFeNi2,"['10.1016.j.actamat.2016.06.025', '10.1016.j.jallcom.2020.155823']"
Al0CrFeNi,"['10.1016.j.jallcom.2018.07.346', '10.1016.j.jallcom.2021.162242']"
Al0CrMnFeCoNi,"['10.1016.j.msea.2019.05.095', '10.1016.j.actamat.2018.05.050']"
Al0FeNiCrCo,"['10.1016.j.jallcom.2017.12.333', '10.1016.j.jallcom.2015.06.260']"
Al1.0CoCrFeMnNi,"['10.1016.j.jallcom.2021.159488', '10.1016.j.vacuum.2020.109178']"
Al1.0CoCrFeNi,"['10.1016.j.jmst.2020.11.029', '10.1016.j.corsci.2023.111089', '10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.actamat.2020.116505', '10.1016.j.mtcomm.2021.102525', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2023.169534', '10.1016.j.mtcomm.2022.104079', '10.1016.j.surfcoat.2022.128804', '10.1016.j.matchar.2023.113217', '10.1016.j.jallcom.2013.11.084', '10.1016.j.commatsci.2024.112980', '10.1016.j.jallcom.2021.158717', '10.1016.j.wear.2019.03.026', '10.1016.j.jmrt.2024.04.238', '10.1016.j.mtcomm.2023.105800', '10.1016.j.tsf.2020.137895', '10.1016.j.corsci.2021.109479', '10.1016.j.mtcomm.2022.103861']"
Al1.0CoCrFeNiSi,"['10.1016.j.intermet.2023.107909', '10.1016.j.surfcoat.2020.126328', '10.1016.j.intermet.2023.107939']"
Al1.0CrCuFeNi2,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2020.155823']"
Al1.0CrFeNi,"['10.1016.j.jallcom.2021.162242', '10.1016.j.corsci.2022.110805', '10.1016.j.vacuum.2017.07.026', '10.1016.j.jallcom.2022.165441']"
Al1.1CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084', '10.1016.j.jallcom.2022.165513']"
Al1.1CrFeNi,"['10.1016.j.msea.2016.11.019', '10.1016.j.vacuum.2017.07.026']"
Al1.25CoCrFeNi,"['10.1016.j.intermet.2018.01.021', '10.1016.j.matchemphys.2021.124937', '10.1016.j.jallcom.2020.154025']"
Al1.25CoCrFeNi3,"['10.1016.j.matchar.2023.113464', '10.1016.j.matchar.2024.114122']"
Al1.2CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084', '10.1016.j.intermet.2022.107749', '10.1016.j.jmrt.2023.11.237']"
Al1.2CoCrFeNiTi0.8,"['10.1016.j.jmst.2020.11.044', '10.1016.j.jallcom.2019.07.100']"
Al1.2CrCuFeNi2,"['10.1016.j.actamat.2016.06.025', '10.1016.j.matchar.2018.07.030', '10.1016.j.jmst.2023.10.057', '10.1016.j.matlet.2023.134052']"
Al1.2CrFeNi,"['10.1016.j.msea.2016.11.019', '10.1016.j.vacuum.2017.07.026', '10.1016.j.jallcom.2020.156959']"
Al1.3CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.intermet.2018.01.021', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084', '10.1016.j.corsci.2020.108691', '10.1016.j.corsci.2021.109479']"
Al1.3CrFeNi,"['10.1016.j.msea.2016.11.019', '10.1016.j.vacuum.2017.07.026']"
Al1.4CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084']"
Al1.5Co3Fe3Cr,"['10.1016.j.matdes.2022.111537', '10.1016.j.matdes.2022.111054']"
Al1.5Co4Fe2Cr,"['10.1016.j.pmatsci.2024.101332', '10.1016.j.mtcomm.2023.107010', '10.1016.j.matdes.2022.111537']"
Al1.5CoCrCuFeNi,"['10.1016.j.intermet.2017.11.010', '10.1016.j.vacuum.2018.12.009', '10.1016.j.vacuum.2019.108837', '10.1016.j.ceramint.2020.11.217', '10.1016.j.intermet.2022.107738', '10.1016.j.jmst.2020.10.067']"
Al1.5CoCrFeMnNi,"['10.1016.j.jallcom.2019.152626', '10.1016.j.jallcom.2021.160770', '10.1016.j.jallcom.2022.164780', '10.1016.j.vacuum.2020.109178', '10.1016.j.jallcom.2021.160989']"
Al1.5CoCrFeNi,"['10.1016.j.jallcom.2022.166768', '10.1016.j.intermet.2012.03.005', '10.1016.j.jnucmat.2016.08.017', '10.1016.j.matchemphys.2017.06.021', '10.1016.j.msea.2015.09.034', '10.1016.j.mtcomm.2021.102525', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2023.169534', '10.1016.j.matdes.2016.07.073', '10.1016.j.jallcom.2013.11.084', '10.1016.j.commatsci.2024.112980', '10.1016.j.jallcom.2021.158717', '10.1016.j.apsusc.2024.160367', '10.1016.j.jallcom.2009.08.090', '10.1016.j.jmrt.2024.04.238', '10.1016.j.surfcoat.2020.126331', '10.1016.j.matchar.2023.113108', '10.1016.j.apsusc.2020.146129', '10.1016.j.jallcom.2010.03.111', '10.1016.j.jnucmat.2022.153734', '10.1016.j.surfcoat.2022.128393']"
Al1.5CoCrFeNiTi0.5,"['10.1016.j.vacuum.2019.01.053', '10.1016.j.jallcom.2019.07.100']"
Al1.5CrCoFeCuNi,"['10.1016.j.ijmecsci.2019.105389', '10.1016.j.ijplas.2019.102649', '10.1016.j.msea.2017.05.057']"
Al1.5CrCuFeNi2,"['10.1016.j.jmst.2020.11.029', '10.1016.j.actamat.2016.06.025', '10.1016.j.jallcom.2013.01.007', '10.1016.j.matchar.2018.07.030']"
Al1.5CrFeCoNi,"['10.1016.j.pmatsci.2021.100807', '10.1016.j.intermet.2019.106672', '10.1016.j.jallcom.2019.151757', '10.1016.j.jmst.2021.11.076']"
Al1.5CrFeNi,"['10.1016.j.jallcom.2022.165441', '10.1016.j.scriptamat.2018.10.014']"
Al1.5FeNiCrCo,"['10.1016.j.jallcom.2017.12.333', '10.1016.j.jallcom.2015.06.260']"
Al1.5Mo0.5NbFeTiMn2,"['10.1016.j.jmrt.2023.11.138', '10.1016.j.surfcoat.2020.126244']"
Al1.6CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084']"
Al1.7CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084']"
Al1.8CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2013.11.084']"
Al1.8CrCuFeNi2,"['10.1016.j.matchar.2018.07.030', '10.1016.j.matlet.2020.128021', '10.1016.j.matlet.2021.131613', '10.1016.j.intermet.2024.108361', '10.1016.j.ijrmhm.2023.106254']"
Al1.8CuFeCrNi2,"['10.1016.j.jmrt.2023.11.264', '10.1016.j.matchemphys.2023.127761']"
Al1.9CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.wear.2019.203028']"
Al10.5Cr24.75Fe20Co20Ni24.75,"['10.1016.j.intermet.2018.05.013', '10.1016.j.jallcom.2015.10.258']"
Al10Co17Fe34Mo5Ni34,"['10.1016.j.crhy.2018.08.001', '10.1016.j.matdes.2018.01.045']"
Al10Co22.5Cr22.5Fe22.5Ni22.5,"['10.1016.j.intermet.2023.107994', '10.1016.j.jallcom.2023.169247']"
Al10Co25Cr8Fe15Ni36Ti6,"['10.1016.j.actamat.2019.12.015', '10.1016.j.mtcomm.2022.104784', '10.1016.j.matchar.2019.06.009', '10.1016.j.matchemphys.2021.125163', '10.1016.j.actamat.2024.120055', '10.1016.j.scriptamat.2020.07.013']"
Al10CoCrFeNi,"['10.1016.j.msea.2022.142967', '10.1016.j.intermet.2023.107994', '10.1016.j.jallcom.2023.169247']"
Al10Cr20Mo20Nb20Ti20Zr10,"['10.1016.j.jallcom.2020.154427', '10.1016.j.jallcom.2020.155700']"
Al10Cr30Nb30Y10Zr10,"['10.1016.j.surfcoat.2020.125614', '10.1016.j.tsf.2019.137685']"
Al10CrCoFeNi,"['10.1016.j.intermet.2021.107106', '10.1016.j.matchemphys.2021.125546']"
Al10Fe22.5Ni22.5Co22.5Mn22.5,"['10.1016.j.jmrt.2023.11.153', '10.1016.j.matdes.2022.111571']"
Al10Ni22.5Cr22.5Co22.5Fe22.5,"['10.1016.j.jallcom.2016.02.257', '10.1016.j.jallcom.2016.08.121']"
Al11.3Nb22.3Ta13.1Ti27.9V4.5Zr20.9,"['10.1016.j.actamat.2019.12.004', '10.1016.j.actamat.2022.117995']"
Al11CoCrFeNi,"['10.1016.j.jallcom.2023.169247', '10.1016.j.corsci.2023.111599']"
Al13CoCrFeNi,"['10.1016.j.jallcom.2023.169247', '10.1016.j.msea.2018.02.044']"
Al13Cr23.5Fe20Co20Ni23.5,"['10.1016.j.intermet.2018.05.013', '10.1016.j.jallcom.2015.10.258']"
Al14Li11Mg35Ti15Zr25,"['10.1016.j.matchemphys.2022.125834', '10.1016.j.jallcom.2022.165222']"
Al15.5Cr22.25Fe20Co20Ni22.25,"['10.1016.j.intermet.2018.05.013', '10.1016.j.jallcom.2015.10.258']"
Al15Co21.25Cr21.25Fe21.25Ni21.25,"['10.1016.j.intermet.2023.107994', '10.1016.j.jallcom.2023.169247', '10.1016.j.jallcom.2023.170391']"
Al15CoCrFeNi,"['10.1016.j.msea.2022.142967', '10.1016.j.intermet.2023.107994', '10.1016.j.jallcom.2023.169247']"
Al15Cu28.33Fe28.33Mn28.33,"['10.1016.j.corsci.2021.109888', '10.1016.j.intermet.2023.107883', '10.1016.j.actamat.2020.03.050', '10.1016.j.msea.2022.144464', '10.1016.j.scriptamat.2020.04.044']"
Al15Hf25Sc10Ti25Zr25,"['10.1016.j.msea.2020.140449', '10.1016.j.scriptamat.2023.115917']"
Al15Nb40Ti40V5,"['10.1016.j.jallcom.2022.168465', '10.1016.j.msea.2023.145073']"
Al15Ni21.25Cr21.25Co21.25Fe21.25,"['10.1016.j.jallcom.2016.02.257', '10.1016.j.jallcom.2016.08.121']"
Al16.80Co20.74Cr20.49Fe21.28Ni20.70,"['10.1016.j.jmrt.2023.11.138', '10.1016.j.jallcom.2020.158563']"
Al17Co14.3Cr14.3Fe14.3Ni40.1,"['10.1016.j.jallcom.2024.175431', '10.1016.j.jmst.2023.10.057']"
Al18.83Co20.13Cr21.08Fe19.42Ni20.54,"['10.1016.j.jmst.2020.08.063', '10.1016.j.jmst.2020.12.080']"
Al18Co30Cr10Fe10Ni32,"['10.1016.j.jallcom.2024.175431', '10.1016.j.jallcom.2024.174597', '10.1016.j.matlet.2023.134942']"
Al18Cr21Fe20Co20Ni21,"['10.1016.j.intermet.2018.05.013', '10.1016.j.jallcom.2015.10.258']"
Al18Cr2Mg3,"['10.1016.j.jmrt.2024.05.153', '10.1016.j.msea.2022.144273', '10.1016.j.matchar.2021.111646', '10.1016.j.matlet.2020.128200']"
Al19.3Co15Cr15Ni50.7,"['10.1016.j.msea.2018.03.058', '10.1016.j.jallcom.2022.163775']"
Al19Co20Fe20Ni41,"['10.1016.j.jallcom.2024.175431', '10.1016.S1003-6326(21)65560-7']"
Al19Fe20Co20Ni41,"['10.1016.j.cossms.2022.101055', '10.1016.j.intermet.2023.107845', '10.1016.j.matlet.2024.136549']"
Al1CoCrCuFeNi,"['10.1016.j.vacuum.2019.108837', '10.1016.j.jmst.2020.10.067']"
Al1CoCrFeNi,"['10.1016.j.jmst.2020.11.044', '10.1016.j.actamat.2023.119177', '10.1016.j.jallcom.2023.169247', '10.1016.j.matdes.2023.111847', '10.1016.j.corsci.2009.11.028', '10.1016.j.mtcomm.2022.104079', '10.1016.j.addma.2023.103584', '10.1016.j.apsusc.2024.160367', '10.1016.j.matlet.2024.136069', '10.1016.j.surfcoat.2020.126331', '10.1016.j.jallcom.2016.03.046', '10.1016.j.mtcomm.2022.103861']"
Al1CrNbTiVZr,"['10.1016.j.jmst.2022.11.054', '10.1016.j.cpc.2022.108398']"
Al1FeNiCrCo,"['10.1016.j.jallcom.2017.12.333', '10.1016.j.jallcom.2015.06.260']"
Al2.0CoCrFeNi,"['10.1016.j.intermet.2012.03.005', '10.1016.j.mtcomm.2021.102525', '10.1016.j.wear.2019.203028', '10.1016.j.commatsci.2024.112980', '10.1016.j.mtcomm.2022.103861']"
Al2.0CrCuFeNi2,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jmst.2023.10.057']"
Al2.2CrCuFeNi2,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jmst.2023.10.057', '10.1016.j.intermet.2018.04.004']"
Al2.5CoCrCuFeNi,"['10.1016.j.jallcom.2013.08.176', '10.1016.j.intermet.2012.08.015']"
Al2.5CoCrFeNi,"['10.1016.j.matdes.2023.111847', '10.1016.j.corsci.2023.111599', '10.1016.j.wear.2019.203028', '10.1016.j.jallcom.2010.03.111']"
Al2.5CrCuFeNi2,"['10.1016.j.jallcom.2013.01.007', '10.1016.j.matchar.2018.07.030']"
Al20Co20Cr20Fe20Ni20,"['10.1016.j.intermet.2023.107994', '10.1016.j.jallcom.2023.169247', '10.1016.j.jallcom.2023.170826', '10.1016.j.jallcom.2023.170391', '10.1016.j.msea.2017.10.088', '10.1016.j.intermet.2018.09.011', '10.1016.j.intermet.2020.106707', '10.1016.j.jallcom.2015.05.144', '10.1016.j.jallcom.2017.09.089']"
Al20Co20Cu20Ni20Zn20,"['10.1016.j.msea.2014.08.046', '10.1016.j.matchar.2017.04.011']"
Al20Co25Cr25Ni25Si5,"['10.1016.j.jallcom.2023.170054', '10.1016.j.corsci.2022.110116']"
Al20CoCrFeNi,"['10.1016.j.intermet.2023.107994', '10.1016.j.jallcom.2023.169247']"
Al20Cr20Mo20Si21Ti19,"['10.1016.j.tsf.2008.01.019', '10.1016.j.surfcoat.2007.12.014']"
Al20Cr5Fe50Mn20Ti5,"['10.1016.j.corsci.2022.110828', '10.1016.j.jallcom.2023.171897']"
Al20Nb40Ti20V20,"['10.1016.j.matlet.2020.129255', '10.1016.j.matlet.2022.132897']"
Al20Ni20Cr20Co20Fe20,"['10.1016.j.jallcom.2016.02.257', '10.1016.j.jallcom.2016.08.121']"
Al20Si20Mn20Fe20Ga20,"['10.1016.j.jallcom.2022.164867', '10.1016.j.matdes.2023.112118']"
Al22.45Co20.58Cr19.85Fe19.05Ni18.07,"['10.1016.j.matchar.2021.111646', '10.1016.j.matlet.2020.128200', '10.1016.j.surfcoat.2020.125438']"
Al23Co15Cr23Cu8Fe15Ni15,"['10.1016.j.intermet.2018.05.013', '10.1016.j.matlet.2014.06.067']"
Al25Co25Cr25Ni25,"['10.1016.j.jallcom.2023.170054', '10.1016.j.corsci.2022.110116', '10.1016.j.jallcom.2018.11.057']"
Al2CoCrCuFeNi,"['10.1016.j.jallcom.2015.12.004', '10.1016.j.jallcom.2017.11.233', '10.1016.j.surfcoat.2008.05.023', '10.1016.j.tsf.2007.06.142', '10.1016.j.vacuum.2018.12.009', '10.1016.j.vacuum.2019.108837', '10.1016.j.wear.2005.12.008', '10.1016.j.surfcoat.2005.08.081', '10.1016.j.ijrmhm.2019.105032', '10.1016.j.jallcom.2017.11.158', '10.1016.j.jallcom.2021.163284']"
Al2CoCrFeNi,"['10.1016.j.jallcom.2023.169247', '10.1016.j.matdes.2023.111847', '10.1016.j.corsci.2009.11.028', '10.1016.j.jallcom.2010.10.210', '10.1016.j.matchemphys.2021.124937', '10.1016.j.jallcom.2021.160811', '10.1016.j.commatsci.2024.112980', '10.1016.j.jallcom.2017.12.216', '10.1016.j.matchar.2024.113929', '10.1016.j.jallcom.2009.08.090', '10.1016.j.jallcom.2019.07.100', '10.1016.j.jallcom.2016.03.046', '10.1016.j.mtcomm.2022.103861', '10.1016.j.jallcom.2010.03.111', '10.1016.j.corsci.2021.109381', '10.1016.j.intermet.2023.108057', '10.1016.j.jallcom.2017.09.274', '10.1016.j.matdes.2021.110313', '10.1016.j.mseb.2009.05.024']"
